psu_hh_idcode,subjective_poverty_1,subjective_poverty_2,subjective_poverty_3,subjective_poverty_4,subjective_poverty_5,subjective_poverty_6,subjective_poverty_7,subjective_poverty_8,subjective_poverty_9,subjective_poverty_10
369_1_1,0,1,0,0,0,0,0,0,0,0
733_4_2,1,0,0,0,0,0,0,0,0,0
120_1_1,0,1,0,0,0,0,0,0,0,0
478_3_1,0,0,0,0,1,0,0,0,0,0
632_4_1,0,0,1,0,0,0,0,0,0,0
706_5_1,0,0,0,0,0,0,1,0,0,0
189_1_1,0,0,0,0,1,0,0,0,0,0
821_1_1,0,0,0,0,1,0,0,0,0,0
724_10_1,0,0,0,0,0,0,0,1,0,0
233_11_1,0,0,0,0,0,1,0,0,0,0
645_6_1,0,0,0,0,0,0,1,0,0,0
363_5_1,0,0,0,1,0,0,0,0,0,0
129_1_1,0,0,1,0,0,0,0,0,0,0
329_8_1,0,0,1,0,0,0,0,0,0,0
290_8_1,0,1,0,0,0,0,0,0,0,0
279_1_1,0,0,0,0,0,0,1,0,0,0
53_1_1,0,0,0,0,1,0,0,0,0,0
240_6_1,0,0,0,0,1,0,0,0,0,0
264_2_1,0,0,0,0,1,0,0,0,0,0
728_9_1,0,0,0,0,0,1,0,0,0,0
71_5_1,0,0,0,0,0,0,1,0,0,0
60_7_1,0,0,0,0,0,1,0,0,0,0
331_7_1,0,0,0,0,0,0,1,0,0,0
608_4_1,0,0,1,0,0,0,0,0,0,0
151_4_1,0,0,0,0,0,0,1,0,0,0
154_1_3,0,0,0,1,0,0,0,0,0,0
18_7_1,0,0,0,0,0,0,1,0,0,0
240_1_1,0,0,1,0,0,0,0,0,0,0
564_6_1,0,0,0,0,0,1,0,0,0,0
222_8_1,0,1,0,0,0,0,0,0,0,0
279_6_1,0,1,0,0,0,0,0,0,0,0
687_10_3,0,0,0,0,1,0,0,0,0,0
789_2_1,0,0,0,1,0,0,0,0,0,0
76_6_1,0,0,1,0,0,0,0,0,0,0
150_5_1,0,0,0,0,1,0,0,0,0,0
582_1_2,0,0,0,0,0,0,0,1,0,0
298_3_1,0,0,0,0,1,0,0,0,0,0
408_2_2,0,0,0,1,0,0,0,0,0,0
677_6_2,0,0,0,0,1,0,0,0,0,0
63_2_2,0,0,0,0,0,0,1,0,0,0
214_5_2,0,0,0,0,0,0,0,1,0,0
614_4_2,0,0,1,0,0,0,0,0,0,0
816_1_1,0,0,0,0,0,0,0,1,0,0
653_7_1,0,0,0,1,0,0,0,0,0,0
370_4_1,1,0,0,0,0,0,0,0,0,0
237_7_1,0,0,0,0,1,0,0,0,0,0
91_2_1,0,0,0,0,1,0,0,0,0,0
395_3_1,0,0,0,1,0,0,0,0,0,0
129_2_1,0,0,0,0,0,1,0,0,0,0
668_1_1,0,0,1,0,0,0,0,0,0,0
162_8_1,0,0,0,0,1,0,0,0,0,0
188_1_1,0,0,0,0,1,0,0,0,0,0
263_4_1,1,0,0,0,0,0,0,0,0,0
191_1_1,0,1,0,0,0,0,0,0,0,0
734_10_1,0,0,0,0,0,0,1,0,0,0
530_5_1,0,0,0,1,0,0,0,0,0,0
776_3_1,0,1,0,0,0,0,0,0,0,0
830_5_1,0,0,0,0,0,1,0,0,0,0
548_8_2,0,0,1,0,0,0,0,0,0,0
539_1_1,0,0,0,0,0,0,0,1,0,0
671_8_1,0,0,0,1,0,0,0,0,0,0
163_7_1,0,0,1,0,0,0,0,0,0,0
14_6_1,0,0,0,0,0,0,1,0,0,0
169_11_2,0,0,0,0,0,0,1,0,0,0
745_10_1,0,0,0,0,1,0,0,0,0,0
648_8_2,0,0,0,1,0,0,0,0,0,0
411_1_1,0,0,0,0,0,1,0,0,0,0
302_8_1,0,0,0,1,0,0,0,0,0,0
117_4_1,0,0,0,0,1,0,0,0,0,0
43_1_1,0,0,0,1,0,0,0,0,0,0
730_11_3,0,0,0,0,0,0,1,0,0,0
533_9_1,0,0,0,0,1,0,0,0,0,0
401_5_1,0,0,1,0,0,0,0,0,0,0
752_1_1,0,0,0,0,0,0,1,0,0,0
118_2_2,0,0,1,0,0,0,0,0,0,0
762_4_1,0,0,0,0,1,0,0,0,0,0
198_5_1,0,0,0,0,1,0,0,0,0,0
314_3_1,0,0,0,0,0,1,0,0,0,0
49_4_1,0,0,0,1,0,0,0,0,0,0
441_6_3,0,0,0,0,0,1,0,0,0,0
783_8_1,0,0,0,0,1,0,0,0,0,0
571_6_2,0,1,0,0,0,0,0,0,0,0
557_3_1,1,0,0,0,0,0,0,0,0,0
407_5_1,0,0,0,0,1,0,0,0,0,0
91_5_1,0,0,0,0,0,1,0,0,0,0
96_9_1,0,1,0,0,0,0,0,0,0,0
36_7_1,0,0,1,0,0,0,0,0,0,0
769_5_2,0,1,0,0,0,0,0,0,0,0
826_3_1,0,0,0,0,0,1,0,0,0,0
39_4_1,1,0,0,0,0,0,0,0,0,0
740_8_2,0,0,0,0,1,0,0,0,0,0
426_7_1,0,0,0,0,0,1,0,0,0,0
649_1_1,0,0,0,0,1,0,0,0,0,0
804_2_2,0,0,0,1,0,0,0,0,0,0
699_3_2,0,0,1,0,0,0,0,0,0,0
755_6_2,0,0,0,1,0,0,0,0,0,0
362_6_1,0,0,1,0,0,0,0,0,0,0
452_5_1,0,0,0,1,0,0,0,0,0,0
205_3_1,0,0,0,1,0,0,0,0,0,0
514_8_1,0,0,0,0,0,0,1,0,0,0
585_5_2,0,0,0,0,0,0,0,0,1,0
707_3_1,0,0,0,0,0,1,0,0,0,0
24_1_1,0,0,0,0,0,1,0,0,0,0
9_8_3,0,0,1,0,0,0,0,0,0,0
472_5_1,0,0,0,0,0,0,0,1,0,0
89_8_1,0,0,0,1,0,0,0,0,0,0
53_6_1,0,0,0,0,1,0,0,0,0,0
128_6_1,0,0,0,0,1,0,0,0,0,0
261_7_1,0,0,0,0,0,1,0,0,0,0
775_1_2,0,0,1,0,0,0,0,0,0,0
358_6_1,0,0,0,0,1,0,0,0,0,0
93_2_1,0,0,0,1,0,0,0,0,0,0
462_2_1,0,0,1,0,0,0,0,0,0,0
158_5_2,0,0,1,0,0,0,0,0,0,0
209_3_2,0,0,1,0,0,0,0,0,0,0
306_10_1,0,0,0,0,0,0,1,0,0,0
259_1_1,0,0,0,0,0,1,0,0,0,0
380_2_1,0,0,0,0,0,1,0,0,0,0
267_2_1,0,0,0,0,1,0,0,0,0,0
774_3_2,0,0,1,0,0,0,0,0,0,0
794_12_1,0,0,0,1,0,0,0,0,0,0
541_5_1,0,0,0,1,0,0,0,0,0,0
226_5_1,0,1,0,0,0,0,0,0,0,0
152_4_1,0,0,0,0,1,0,0,0,0,0
212_9_1,0,0,1,0,0,0,0,0,0,0
472_9_1,0,0,0,0,0,0,0,1,0,0
137_10_1,0,1,0,0,0,0,0,0,0,0
433_1_1,0,0,1,0,0,0,0,0,0,0
748_1_6,0,0,0,1,0,0,0,0,0,0
525_9_1,0,0,0,1,0,0,0,0,0,0
204_10_1,0,0,0,0,1,0,0,0,0,0
505_1_1,0,0,0,1,0,0,0,0,0,0
707_8_2,0,0,0,0,0,0,0,1,0,0
561_5_1,0,1,0,0,0,0,0,0,0,0
202_6_1,0,0,1,0,0,0,0,0,0,0
123_4_1,0,0,0,0,1,0,0,0,0,0
343_9_1,0,0,0,0,1,0,0,0,0,0
591_5_1,1,0,0,0,0,0,0,0,0,0
818_8_1,0,0,0,0,1,0,0,0,0,0
710_6_2,0,0,0,0,0,0,1,0,0,0
61_8_1,0,0,0,0,0,1,0,0,0,0
699_12_1,0,0,0,0,1,0,0,0,0,0
734_7_1,0,0,0,0,0,0,0,0,1,0
44_1_1,0,0,0,0,1,0,0,0,0,0
473_10_1,0,0,0,1,0,0,0,0,0,0
689_1_2,0,0,0,0,1,0,0,0,0,0
709_9_1,0,0,0,0,1,0,0,0,0,0
114_11_1,0,0,0,0,0,0,0,0,0,1
131_3_2,0,0,0,1,0,0,0,0,0,0
6_10_2,0,0,0,0,0,1,0,0,0,0
368_12_1,0,0,0,0,1,0,0,0,0,0
750_6_1,0,0,0,0,0,0,1,0,0,0
169_10_1,0,0,0,0,0,1,0,0,0,0
56_6_1,0,0,1,0,0,0,0,0,0,0
267_6_1,0,0,0,1,0,0,0,0,0,0
133_6_2,0,1,0,0,0,0,0,0,0,0
182_4_1,1,0,0,0,0,0,0,0,0,0
574_4_1,0,0,0,1,0,0,0,0,0,0
388_2_1,0,1,0,0,0,0,0,0,0,0
218_8_1,0,0,0,1,0,0,0,0,0,0
539_9_1,0,0,0,0,0,0,1,0,0,0
336_2_1,0,0,0,1,0,0,0,0,0,0
467_3_3,0,0,0,1,0,0,0,0,0,0
220_3_1,0,0,1,0,0,0,0,0,0,0
402_2_1,0,0,0,0,0,0,1,0,0,0
241_2_1,0,0,1,0,0,0,0,0,0,0
589_7_1,1,0,0,0,0,0,0,0,0,0
573_2_1,0,0,0,0,0,0,1,0,0,0
132_9_2,0,1,0,0,0,0,0,0,0,0
107_1_2,0,0,0,0,1,0,0,0,0,0
364_3_1,0,0,0,1,0,0,0,0,0,0
626_4_2,0,0,1,0,0,0,0,0,0,0
600_6_1,0,0,0,0,0,0,0,1,0,0
514_6_1,0,0,0,0,0,1,0,0,0,0
162_7_1,0,0,0,0,1,0,0,0,0,0
224_3_1,0,0,0,1,0,0,0,0,0,0
331_4_1,0,0,0,0,0,0,1,0,0,0
427_3_1,0,0,0,0,0,1,0,0,0,0
779_3_1,0,0,0,0,0,1,0,0,0,0
680_4_2,0,1,0,0,0,0,0,0,0,0
799_2_1,0,0,1,0,0,0,0,0,0,0
476_3_1,0,1,0,0,0,0,0,0,0,0
140_1_1,0,0,0,0,1,0,0,0,0,0
681_2_1,0,0,0,0,1,0,0,0,0,0
98_2_1,0,1,0,0,0,0,0,0,0,0
788_7_1,0,0,0,0,0,1,0,0,0,0
23_9_1,0,0,0,1,0,0,0,0,0,0
328_1_1,0,1,0,0,0,0,0,0,0,0
570_2_1,0,0,0,1,0,0,0,0,0,0
819_7_2,0,0,0,0,0,1,0,0,0,0
236_4_1,0,0,0,0,0,1,0,0,0,0
190_2_1,0,0,0,1,0,0,0,0,0,0
512_7_1,0,0,0,0,0,1,0,0,0,0
92_7_1,0,0,1,0,0,0,0,0,0,0
754_2_1,0,0,1,0,0,0,0,0,0,0
301_7_1,0,0,0,1,0,0,0,0,0,0
147_1_4,0,0,0,0,0,1,0,0,0,0
720_5_1,0,0,0,0,0,0,1,0,0,0
565_6_1,0,0,0,0,1,0,0,0,0,0
677_8_2,0,0,0,1,0,0,0,0,0,0
494_6_1,0,0,0,0,0,0,0,1,0,0
549_3_1,0,0,0,0,1,0,0,0,0,0
392_2_1,0,1,0,0,0,0,0,0,0,0
828_3_1,0,0,0,0,1,0,0,0,0,0
335_4_1,0,0,0,0,0,1,0,0,0,0
61_6_4,0,0,0,0,0,1,0,0,0,0
261_2_1,0,0,0,0,0,0,1,0,0,0
57_6_1,0,0,1,0,0,0,0,0,0,0
436_5_1,0,0,1,0,0,0,0,0,0,0
12_8_2,0,0,0,1,0,0,0,0,0,0
436_7_1,0,0,0,1,0,0,0,0,0,0
638_10_1,0,0,0,0,0,1,0,0,0,0
453_11_1,0,0,1,0,0,0,0,0,0,0
4_9_1,0,0,0,1,0,0,0,0,0,0
209_2_2,0,0,0,0,0,0,0,1,0,0
99_6_1,0,0,0,0,1,0,0,0,0,0
379_2_1,0,0,1,0,0,0,0,0,0,0
807_10_1,0,0,0,0,0,1,0,0,0,0
719_11_1,0,0,0,0,0,1,0,0,0,0
243_9_1,0,0,1,0,0,0,0,0,0,0
292_7_2,0,0,0,0,1,0,0,0,0,0
510_5_1,0,0,0,0,0,0,0,1,0,0
193_6_2,0,0,0,0,0,1,0,0,0,0
139_7_1,0,0,0,0,1,0,0,0,0,0
228_2_1,0,0,1,0,0,0,0,0,0,0
13_6_1,0,0,0,1,0,0,0,0,0,0
568_5_1,0,0,0,0,0,0,1,0,0,0
368_3_2,0,1,0,0,0,0,0,0,0,0
792_1_1,0,0,0,0,1,0,0,0,0,0
181_5_1,0,1,0,0,0,0,0,0,0,0
352_1_1,0,0,0,1,0,0,0,0,0,0
604_5_1,0,0,0,1,0,0,0,0,0,0
625_1_1,1,0,0,0,0,0,0,0,0,0
400_9_1,0,0,1,0,0,0,0,0,0,0
136_5_2,0,0,0,0,0,0,1,0,0,0
727_9_1,0,0,0,0,0,0,1,0,0,0
108_8_1,0,1,0,0,0,0,0,0,0,0
626_11_2,0,1,0,0,0,0,0,0,0,0
113_12_1,0,0,0,0,0,1,0,0,0,0
317_5_1,0,0,0,1,0,0,0,0,0,0
14_7_1,0,0,0,0,0,1,0,0,0,0
575_3_1,0,0,0,0,0,0,1,0,0,0
716_10_1,0,0,0,0,0,0,1,0,0,0
700_6_2,0,0,0,0,0,1,0,0,0,0
244_2_1,0,0,0,0,0,0,1,0,0,0
431_5_1,0,0,1,0,0,0,0,0,0,0
229_8_1,0,0,0,1,0,0,0,0,0,0
319_10_1,0,0,0,0,0,0,1,0,0,0
400_6_1,0,0,1,0,0,0,0,0,0,0
566_5_1,0,0,0,0,1,0,0,0,0,0
714_8_2,0,0,0,1,0,0,0,0,0,0
98_8_1,0,1,0,0,0,0,0,0,0,0
815_1_1,0,0,0,0,0,0,1,0,0,0
116_11_1,0,0,0,0,0,1,0,0,0,0
599_5_1,0,0,0,0,0,0,1,0,0,0
445_5_1,0,0,0,0,0,0,1,0,0,0
823_10_2,0,0,0,0,0,1,0,0,0,0
310_8_1,0,0,0,0,0,0,1,0,0,0
744_2_2,0,0,0,0,1,0,0,0,0,0
319_7_1,0,0,1,0,0,0,0,0,0,0
229_2_1,0,0,1,0,0,0,0,0,0,0
783_6_1,0,0,0,1,0,0,0,0,0,0
834_2_1,0,0,0,0,1,0,0,0,0,0
137_9_1,0,0,0,0,0,1,0,0,0,0
141_2_2,0,0,0,0,1,0,0,0,0,0
346_7_1,0,0,1,0,0,0,0,0,0,0
654_1_1,0,1,0,0,0,0,0,0,0,0
287_1_2,0,0,1,0,0,0,0,0,0,0
172_6_2,0,0,0,0,0,1,0,0,0,0
102_2_1,0,0,0,0,1,0,0,0,0,0
306_2_1,0,0,0,0,0,0,0,1,0,0
508_1_1,0,0,1,0,0,0,0,0,0,0
581_2_1,1,0,0,0,0,0,0,0,0,0
807_8_1,0,0,0,0,1,0,0,0,0,0
207_7_1,0,0,1,0,0,0,0,0,0,0
682_12_1,0,0,0,0,0,1,0,0,0,0
554_6_2,0,0,0,0,0,1,0,0,0,0
821_9_1,0,0,0,0,0,1,0,0,0,0
585_1_1,0,0,0,0,0,0,1,0,0,0
260_9_1,0,0,0,0,0,0,1,0,0,0
657_4_1,0,0,1,0,0,0,0,0,0,0
638_7_1,0,0,0,0,0,0,1,0,0,0
785_6_2,0,0,0,0,1,0,0,0,0,0
262_12_1,0,0,0,0,0,1,0,0,0,0
161_11_1,1,0,0,0,0,0,0,0,0,0
720_11_1,0,0,0,0,0,0,1,0,0,0
354_10_1,0,0,1,0,0,0,0,0,0,0
532_12_1,0,0,0,0,0,0,1,0,0,0
427_5_1,0,0,0,1,0,0,0,0,0,0
540_7_1,0,0,1,0,0,0,0,0,0,0
279_5_1,0,0,0,0,0,1,0,0,0,0
518_6_1,0,0,0,0,0,1,0,0,0,0
481_4_2,0,0,0,0,0,0,0,1,0,0
686_8_4,0,0,0,0,0,1,0,0,0,0
745_12_1,0,0,1,0,0,0,0,0,0,0
274_1_1,0,0,0,0,1,0,0,0,0,0
713_7_1,0,0,0,0,1,0,0,0,0,0
268_12_1,0,0,0,1,0,0,0,0,0,0
11_8_2,0,0,1,0,0,0,0,0,0,0
679_3_2,0,0,0,1,0,0,0,0,0,0
151_5_1,0,0,0,0,0,1,0,0,0,0
782_4_1,0,0,0,0,1,0,0,0,0,0
294_7_2,0,1,0,0,0,0,0,0,0,0
414_6_1,0,0,0,0,0,1,0,0,0,0
642_8_2,0,0,0,0,0,0,1,0,0,0
484_3_1,0,0,0,0,0,0,0,0,1,0
558_4_1,0,0,0,0,1,0,0,0,0,0
830_4_2,0,0,1,0,0,0,0,0,0,0
65_8_1,0,0,0,0,0,1,0,0,0,0
222_3_1,1,0,0,0,0,0,0,0,0,0
104_6_1,0,0,1,0,0,0,0,0,0,0
387_4_1,0,0,1,0,0,0,0,0,0,0
274_3_1,0,0,0,1,0,0,0,0,0,0
55_7_1,0,0,0,1,0,0,0,0,0,0
79_4_1,0,0,1,0,0,0,0,0,0,0
43_4_1,0,0,0,0,0,1,0,0,0,0
462_3_1,0,0,1,0,0,0,0,0,0,0
219_1_1,0,0,0,1,0,0,0,0,0,0
116_9_1,0,0,0,0,0,1,0,0,0,0
467_12_1,0,0,0,1,0,0,0,0,0,0
37_9_1,0,1,0,0,0,0,0,0,0,0
132_6_3,0,0,1,0,0,0,0,0,0,0
445_2_1,0,0,0,0,0,0,0,1,0,0
547_2_2,0,0,0,0,0,0,1,0,0,0
147_7_2,0,0,0,0,0,0,1,0,0,0
588_9_1,1,0,0,0,0,0,0,0,0,0
503_8_1,0,0,0,0,0,1,0,0,0,0
483_5_1,0,0,0,0,0,0,0,1,0,0
196_2_1,0,0,0,0,1,0,0,0,0,0
338_5_1,0,0,1,0,0,0,0,0,0,0
780_2_1,0,0,0,1,0,0,0,0,0,0
634_6_4,0,0,0,0,1,0,0,0,0,0
596_7_1,0,0,0,0,0,1,0,0,0,0
119_1_4,0,0,0,0,0,1,0,0,0,0
663_1_2,1,0,0,0,0,0,0,0,0,0
720_1_1,0,0,0,0,0,0,0,0,1,0
554_7_1,0,0,1,0,0,0,0,0,0,0
2_6_1,0,0,0,1,0,0,0,0,0,0
140_6_1,0,0,1,0,0,0,0,0,0,0
607_1_1,0,0,0,1,0,0,0,0,0,0
399_4_1,0,1,0,0,0,0,0,0,0,0
724_7_1,0,0,0,0,0,1,0,0,0,0
81_3_1,0,0,0,1,0,0,0,0,0,0
747_5_2,0,0,0,1,0,0,0,0,0,0
715_5_3,0,0,0,0,0,0,1,0,0,0
528_1_1,0,0,1,0,0,0,0,0,0,0
617_2_1,0,0,0,1,0,0,0,0,0,0
165_8_2,0,0,0,1,0,0,0,0,0,0
251_6_1,0,0,0,1,0,0,0,0,0,0
446_6_1,0,0,0,1,0,0,0,0,0,0
762_9_2,0,0,0,0,0,1,0,0,0,0
265_5_1,0,0,0,1,0,0,0,0,0,0
345_5_1,0,0,0,1,0,0,0,0,0,0
324_11_1,0,0,1,0,0,0,0,0,0,0
354_6_1,0,0,0,0,0,0,1,0,0,0
689_9_1,0,0,0,1,0,0,0,0,0,0
413_2_1,0,0,0,0,1,0,0,0,0,0
82_7_1,0,0,0,0,1,0,0,0,0,0
54_8_1,0,0,0,0,1,0,0,0,0,0
277_6_1,0,0,0,0,1,0,0,0,0,0
749_7_2,0,0,0,0,1,0,0,0,0,0
392_7_1,0,1,0,0,0,0,0,0,0,0
633_11_1,0,0,0,0,1,0,0,0,0,0
391_8_1,0,0,0,0,0,0,1,0,0,0
525_7_1,0,0,0,0,1,0,0,0,0,0
689_5_1,0,0,0,0,0,1,0,0,0,0
486_3_1,0,0,0,0,0,1,0,0,0,0
705_5_1,0,0,0,1,0,0,0,0,0,0
343_8_1,0,0,0,0,1,0,0,0,0,0
105_7_1,0,0,1,0,0,0,0,0,0,0
136_10_1,0,0,1,0,0,0,0,0,0,0
413_7_1,0,0,0,1,0,0,0,0,0,0
270_6_2,0,0,0,0,1,0,0,0,0,0
607_5_1,0,0,0,1,0,0,0,0,0,0
58_2_1,0,0,0,0,0,1,0,0,0,0
430_11_2,0,0,0,1,0,0,0,0,0,0
732_5_1,1,0,0,0,0,0,0,0,0,0
108_1_1,0,0,0,0,1,0,0,0,0,0
458_3_1,0,0,0,1,0,0,0,0,0,0
613_4_1,0,0,1,0,0,0,0,0,0,0
182_1_1,1,0,0,0,0,0,0,0,0,0
492_8_1,0,0,0,0,0,1,0,0,0,0
535_1_1,0,0,0,1,0,0,0,0,0,0
595_1_2,0,0,0,0,0,1,0,0,0,0
285_3_1,0,0,0,0,0,0,1,0,0,0
378_3_2,0,1,0,0,0,0,0,0,0,0
373_3_2,0,0,0,0,1,0,0,0,0,0
419_11_1,0,0,0,0,0,0,1,0,0,0
219_2_1,0,0,0,0,0,1,0,0,0,0
87_6_1,0,0,0,1,0,0,0,0,0,0
834_8_1,0,0,0,0,0,1,0,0,0,0
412_2_1,0,0,0,0,0,1,0,0,0,0
415_7_1,0,0,1,0,0,0,0,0,0,0
24_5_1,0,0,0,1,0,0,0,0,0,0
474_8_1,0,0,0,0,0,1,0,0,0,0
36_8_1,0,0,0,0,1,0,0,0,0,0
218_3_1,0,0,0,1,0,0,0,0,0,0
559_2_1,0,0,0,1,0,0,0,0,0,0
461_7_1,0,0,1,0,0,0,0,0,0,0
423_9_1,0,0,0,0,1,0,0,0,0,0
698_12_1,0,0,0,1,0,0,0,0,0,0
22_2_1,1,0,0,0,0,0,0,0,0,0
427_1_1,0,0,0,1,0,0,0,0,0,0
475_4_2,0,0,0,0,0,1,0,0,0,0
315_5_1,0,0,1,0,0,0,0,0,0,0
679_7_2,0,0,0,0,1,0,0,0,0,0
649_8_1,0,0,0,1,0,0,0,0,0,0
211_5_1,0,0,0,1,0,0,0,0,0,0
199_5_1,0,0,1,0,0,0,0,0,0,0
541_7_1,0,1,0,0,0,0,0,0,0,0
168_3_1,0,0,0,0,0,1,0,0,0,0
461_10_1,0,0,0,1,0,0,0,0,0,0
217_6_2,0,0,1,0,0,0,0,0,0,0
416_1_1,0,0,0,0,0,0,1,0,0,0
402_7_1,0,0,0,0,1,0,0,0,0,0
596_8_1,0,0,0,0,0,1,0,0,0,0
684_4_1,0,0,0,0,0,1,0,0,0,0
740_3_1,0,1,0,0,0,0,0,0,0,0
740_4_2,0,0,0,0,1,0,0,0,0,0
593_7_1,0,0,0,0,0,0,1,0,0,0
27_3_1,0,0,1,0,0,0,0,0,0,0
268_5_1,0,0,1,0,0,0,0,0,0,0
610_5_1,0,1,0,0,0,0,0,0,0,0
364_4_2,0,0,1,0,0,0,0,0,0,0
639_5_1,0,0,0,0,1,0,0,0,0,0
493_1_1,0,0,0,0,0,0,1,0,0,0
10_2_1,0,0,1,0,0,0,0,0,0,0
561_1_1,0,0,0,1,0,0,0,0,0,0
391_7_1,0,0,0,1,0,0,0,0,0,0
743_5_2,0,0,0,0,1,0,0,0,0,0
590_5_1,0,0,0,0,0,0,0,1,0,0
196_5_3,0,0,1,0,0,0,0,0,0,0
525_2_1,0,0,0,0,1,0,0,0,0,0
407_8_1,0,0,0,0,1,0,0,0,0,0
548_3_1,0,0,1,0,0,0,0,0,0,0
797_2_1,0,0,0,0,1,0,0,0,0,0
511_3_1,0,0,0,0,0,1,0,0,0,0
777_5_3,0,1,0,0,0,0,0,0,0,0
235_5_1,0,0,0,0,1,0,0,0,0,0
362_4_1,0,0,0,0,1,0,0,0,0,0
154_9_1,0,0,0,0,0,1,0,0,0,0
522_7_1,0,0,0,0,1,0,0,0,0,0
645_5_3,0,0,0,0,0,0,1,0,0,0
184_3_1,0,1,0,0,0,0,0,0,0,0
158_3_1,0,1,0,0,0,0,0,0,0,0
224_8_1,0,0,0,0,1,0,0,0,0,0
815_8_2,0,0,0,0,0,0,1,0,0,0
215_9_1,0,0,1,0,0,0,0,0,0,0
245_1_1,0,0,0,1,0,0,0,0,0,0
173_4_1,0,0,0,0,0,0,1,0,0,0
775_4_2,0,0,1,0,0,0,0,0,0,0
15_3_1,0,0,1,0,0,0,0,0,0,0
741_5_7,0,0,1,0,0,0,0,0,0,0
610_2_1,0,1,0,0,0,0,0,0,0,0
492_3_1,0,0,0,0,0,1,0,0,0,0
64_4_1,0,0,0,0,0,1,0,0,0,0
671_1_1,0,0,1,0,0,0,0,0,0,0
402_3_4,0,0,0,0,0,1,0,0,0,0
825_6_1,0,0,0,1,0,0,0,0,0,0
640_5_1,0,0,0,0,0,0,0,0,1,0
573_3_3,0,0,0,0,0,1,0,0,0,0
493_2_1,0,0,0,0,0,0,1,0,0,0
44_11_1,0,1,0,0,0,0,0,0,0,0
522_9_1,0,0,0,0,1,0,0,0,0,0
394_10_1,0,0,0,0,1,0,0,0,0,0
419_7_1,0,0,0,0,1,0,0,0,0,0
140_3_2,0,0,0,0,1,0,0,0,0,0
630_12_1,0,0,0,1,0,0,0,0,0,0
38_4_1,0,0,0,1,0,0,0,0,0,0
370_8_1,0,1,0,0,0,0,0,0,0,0
675_12_2,0,0,0,0,0,1,0,0,0,0
635_2_1,0,0,0,1,0,0,0,0,0,0
631_1_1,0,0,1,0,0,0,0,0,0,0
316_11_1,0,0,0,0,0,0,1,0,0,0
29_6_1,0,1,0,0,0,0,0,0,0,0
777_6_1,0,1,0,0,0,0,0,0,0,0
616_4_1,0,0,0,0,1,0,0,0,0,0
577_1_2,0,0,1,0,0,0,0,0,0,0
360_4_2,0,0,0,0,1,0,0,0,0,0
534_5_1,0,0,0,0,0,1,0,0,0,0
691_2_1,0,0,1,0,0,0,0,0,0,0
298_1_1,0,0,1,0,0,0,0,0,0,0
458_9_1,0,0,0,0,0,1,0,0,0,0
555_4_2,0,1,0,0,0,0,0,0,0,0
202_8_1,1,0,0,0,0,0,0,0,0,0
76_8_1,0,0,0,1,0,0,0,0,0,0
331_9_1,0,0,0,0,0,0,1,0,0,0
137_8_1,0,0,0,1,0,0,0,0,0,0
675_1_2,0,0,0,1,0,0,0,0,0,0
820_1_2,0,0,0,1,0,0,0,0,0,0
792_3_1,0,0,0,0,0,1,0,0,0,0
26_4_1,0,0,0,1,0,0,0,0,0,0
727_11_1,0,0,0,0,1,0,0,0,0,0
440_9_1,0,0,0,1,0,0,0,0,0,0
105_6_1,0,0,0,1,0,0,0,0,0,0
482_7_2,0,0,0,0,0,1,0,0,0,0
154_8_2,0,0,0,0,1,0,0,0,0,0
632_6_2,0,1,0,0,0,0,0,0,0,0
202_2_1,0,0,0,1,0,0,0,0,0,0
723_11_2,0,0,0,0,1,0,0,0,0,0
463_5_2,0,0,0,0,1,0,0,0,0,0
520_6_1,0,0,0,0,0,1,0,0,0,0
595_6_1,0,0,0,1,0,0,0,0,0,0
356_5_1,1,0,0,0,0,0,0,0,0,0
323_2_1,0,1,0,0,0,0,0,0,0,0
272_1_1,0,0,0,1,0,0,0,0,0,0
290_11_1,1,0,0,0,0,0,0,0,0,0
83_2_1,0,0,0,0,1,0,0,0,0,0
99_7_1,0,0,0,0,0,1,0,0,0,0
282_6_1,0,0,0,0,0,0,1,0,0,0
495_6_1,0,0,0,1,0,0,0,0,0,0
170_9_3,0,0,0,0,1,0,0,0,0,0
611_6_1,0,0,1,0,0,0,0,0,0,0
563_8_1,0,0,0,0,1,0,0,0,0,0
314_8_1,0,0,0,0,1,0,0,0,0,0
832_1_1,0,0,0,1,0,0,0,0,0,0
728_1_1,0,0,0,0,0,1,0,0,0,0
302_2_1,0,0,1,0,0,0,0,0,0,0
586_5_1,0,0,0,0,0,0,1,0,0,0
637_1_2,0,0,0,0,0,1,0,0,0,0
479_3_1,0,0,0,0,0,1,0,0,0,0
711_8_1,0,0,0,0,0,1,0,0,0,0
223_5_1,0,0,1,0,0,0,0,0,0,0
457_8_1,0,0,0,0,1,0,0,0,0,0
101_4_1,0,0,0,0,1,0,0,0,0,0
108_2_3,0,0,0,0,0,0,1,0,0,0
433_6_1,0,0,0,0,0,0,1,0,0,0
475_6_1,0,0,0,0,1,0,0,0,0,0
587_7_2,0,0,0,0,0,0,0,0,1,0
28_4_1,0,1,0,0,0,0,0,0,0,0
162_1_1,0,0,0,0,1,0,0,0,0,0
73_7_1,0,0,0,1,0,0,0,0,0,0
6_5_1,0,0,0,1,0,0,0,0,0,0
155_3_1,1,0,0,0,0,0,0,0,0,0
